Open,Close,High,Low,Volume,Time
1386.42,1377.65,1393.12,1370.12,,2008-06-03
1376.26,1377.2,1388.18,1371.74,,2008-06-04
1377.48,1404.05,1404.05,1377.48,,2008-06-05
1400.06,1360.68,1400.06,1359.9,,2008-06-06
1360.83,1361.76,1370.63,1350.62,,2008-06-09
1358.98,1358.44,1366.84,1351.56,,2008-06-10
1357.09,1335.49,1357.09,1335.47,,2008-06-11
1335.78,1339.87,1353.03,1331.29,,2008-06-12
1341.81,1360.03,1360.03,1341.71,,2008-06-13
1358.85,1360.14,1364.7,1352.07,,2008-06-16
1360.71,1350.93,1366.59,1350.54,,2008-06-17
1349.59,1337.81,1349.59,1333.4,,2008-06-18
1336.89,1342.83,1347.66,1330.5,,2008-06-19
1341.02,1317.93,1341.02,1314.46,,2008-06-20
1319.77,1318.0,1323.78,1315.31,,2008-06-23
1317.23,1314.29,1326.02,1304.42,,2008-06-24
1314.54,1321.97,1335.63,1314.54,,2008-06-25
1316.29,1283.15,1316.29,1283.15,,2008-06-26
1283.6,1278.38,1289.45,1272.0,,2008-06-27
1278.06,1280.0,1290.31,1274.86,,2008-06-30
1276.69,1284.91,1285.31,1260.68,,2008-07-01
1285.82,1261.52,1292.17,1261.51,,2008-07-02
1262.96,1262.9,1271.48,1252.01,,2008-07-03
1262.9,1252.31,1273.95,1240.68,,2008-07-07
1251.84,1273.7,1274.17,1242.84,,2008-07-08
1273.38,1244.69,1277.36,1244.57,,2008-07-09
1245.25,1253.39,1257.65,1236.76,,2008-07-10
1248.66,1239.49,1257.27,1225.35,,2008-07-11
1241.61,1228.3,1253.5,1225.01,,2008-07-14
1226.83,1214.91,1234.35,1200.44,,2008-07-15
1214.65,1245.36,1245.52,1211.39,,2008-07-16
1246.31,1260.32,1262.31,1241.49,,2008-07-17
1258.22,1260.68,1262.23,1251.81,,2008-07-18
1261.82,1260.0,1267.74,1255.7,,2008-07-21
1257.08,1277.0,1277.42,1248.83,,2008-07-22
1278.87,1282.19,1291.17,1276.06,,2008-07-23
1283.22,1252.54,1283.22,1251.48,,2008-07-24
1253.51,1257.76,1263.23,1251.75,,2008-07-25
1257.76,1234.37,1260.09,1234.37,,2008-07-28
1236.38,1263.2,1263.2,1236.38,,2008-07-29
1264.52,1284.26,1284.33,1264.52,,2008-07-30
1281.37,1267.38,1284.93,1265.97,,2008-07-31
1269.42,1260.31,1270.52,1254.54,,2008-08-01
1260.16,1249.01,1260.49,1247.45,,2008-08-04
1254.87,1284.88,1284.88,1254.67,,2008-08-05
1283.99,1289.19,1291.67,1276.0,,2008-08-06
1286.51,1266.07,1286.51,1264.29,,2008-08-07
1266.29,1296.32,1297.85,1262.11,,2008-08-08
1294.42,1305.32,1313.15,1291.41,,2008-08-11
1304.79,1289.59,1304.79,1285.64,,2008-08-12
1288.64,1285.83,1294.03,1274.86,,2008-08-13
1282.11,1292.93,1300.11,1276.84,,2008-08-14
1293.85,1298.2,1302.05,1290.74,,2008-08-15
1298.14,1278.6,1300.22,1274.51,,2008-08-18
1276.65,1266.69,1276.65,1263.11,,2008-08-19
1267.34,1274.54,1276.01,1261.16,,2008-08-20
1271.07,1277.72,1281.4,1265.22,,2008-08-21
1277.59,1292.2,1293.09,1277.59,,2008-08-22
1290.47,1266.84,1290.47,1264.87,,2008-08-25
1267.03,1271.51,1275.65,1263.21,,2008-08-26
1271.29,1281.66,1285.05,1270.03,,2008-08-27
1283.79,1300.68,1300.68,1283.79,,2008-08-28
1296.49,1282.83,1297.59,1282.74,,2008-08-29
1287.83,1277.58,1303.04,1272.2,,2008-09-02
1276.61,1274.98,1280.6,1265.59,,2008-09-03
1271.8,1236.83,1271.8,1232.83,,2008-09-04
1233.21,1242.31,1244.94,1217.23,,2008-09-05
1249.5,1267.79,1274.42,1247.12,,2008-09-08
1267.98,1224.51,1268.66,1224.51,,2008-09-09
1227.5,1232.04,1243.9,1221.6,,2008-09-10
1229.04,1249.05,1249.98,1211.54,,2008-09-11
1245.88,1251.7,1255.09,1233.81,,2008-09-12
1250.92,1192.7,1250.92,1192.7,,2008-09-15
1188.31,1213.6,1214.07,1169.28,,2008-09-16
1210.34,1156.39,1210.34,1155.88,,2008-09-17
1157.08,1206.51,1211.14,1133.5,,2008-09-18
1213.11,1255.08,1265.12,1213.11,,2008-09-19
1255.37,1207.09,1255.37,1205.61,,2008-09-22
1207.61,1188.22,1221.15,1187.06,,2008-09-23
1188.79,1185.87,1197.41,1179.79,,2008-09-24
1187.87,1209.18,1220.03,1187.87,,2008-09-25
1204.47,1213.27,1215.77,1187.54,,2008-09-26
1209.07,1106.42,1209.07,1106.42,,2008-09-29
1113.78,1164.74,1168.03,1113.78,,2008-09-30
1164.17,1161.06,1167.03,1140.77,,2008-10-01
1160.64,1114.28,1160.64,1111.43,,2008-10-02
1115.16,1099.23,1153.82,1098.14,,2008-10-03
1097.56,1056.89,1097.56,1007.97,,2008-10-06
1057.6,996.23,1072.91,996.23,,2008-10-07
988.91,984.94,1021.06,970.97,,2008-10-08
988.42,909.92,1005.25,909.19,,2008-10-09
902.31,899.22,936.36,839.8,,2008-10-10
912.75,1003.35,1006.93,912.75,,2008-10-13
1009.97,998.01,1044.31,972.07,,2008-10-14
994.6,907.84,994.6,903.99,,2008-10-15
909.53,946.43,947.71,865.83,,2008-10-16
942.29,940.55,984.64,918.74,,2008-10-17
943.51,985.4,985.4,943.51,,2008-10-20
980.4,955.05,985.44,952.47,,2008-10-21
951.67,896.78,951.67,875.81,,2008-10-22
899.08,908.11,922.83,858.44,,2008-10-23
895.22,876.77,896.3,852.85,,2008-10-24
874.28,848.92,893.78,846.75,,2008-10-27
848.92,940.51,940.51,845.27,,2008-10-28
939.51,930.09,969.97,922.26,,2008-10-29
939.38,954.09,963.23,928.5,,2008-10-30
953.11,968.75,984.38,944.59,,2008-10-31
968.67,966.3,975.57,958.82,,2008-11-03
971.31,1005.75,1007.51,971.31,,2008-11-04
1001.84,952.77,1001.84,949.86,,2008-11-05
952.4,904.88,952.4,899.73,,2008-11-06
907.44,930.99,931.46,906.9,,2008-11-07
936.75,919.21,951.95,907.47,,2008-11-10
917.15,898.95,917.15,884.9,,2008-11-11
893.39,852.3,893.39,850.48,,2008-11-12
853.13,911.29,913.01,818.69,,2008-11-13
904.36,873.29,916.88,869.88,,2008-11-14
873.23,850.75,882.29,848.98,,2008-11-17
852.34,859.12,865.9,826.84,,2008-11-18
859.03,806.58,864.57,806.18,,2008-11-19
805.87,752.44,820.52,747.78,,2008-11-20
755.84,800.03,801.2,741.02,,2008-11-21
801.2,851.81,865.6,801.2,,2008-11-24
853.4,857.39,868.94,834.99,,2008-11-25
852.9,887.68,887.68,841.37,,2008-11-26
886.89,895.73,895.78,881.21,,2008-11-28
888.61,816.21,888.61,815.69,,2008-12-01
817.94,848.81,850.54,817.94,,2008-12-02
843.6,870.74,873.12,827.6,,2008-12-03
869.75,845.22,875.6,833.6,,2008-12-04
844.43,876.07,879.42,818.41,,2008-12-05
882.71,909.7,918.57,882.71,,2008-12-08
906.48,888.67,916.26,885.38,,2008-12-09
892.17,899.24,908.27,885.45,,2008-12-10
898.35,873.59,904.63,868.73,,2008-12-11
871.79,879.73,883.24,851.35,,2008-12-12
881.07,868.57,884.63,857.72,,2008-12-15
871.53,913.18,914.66,871.53,,2008-12-16
908.16,904.42,918.85,895.94,,2008-12-17
905.98,885.28,911.02,877.44,,2008-12-18
886.96,887.88,905.47,883.02,,2008-12-19
887.2,871.63,887.37,857.09,,2008-12-22
874.31,863.16,880.44,860.1,,2008-12-23
863.87,868.15,869.79,861.44,,2008-12-24
869.51,872.8,873.74,866.52,,2008-12-26
872.37,869.42,873.7,857.07,,2008-12-29
870.58,890.64,891.12,870.58,,2008-12-30
890.59,903.25,910.32,889.67,,2008-12-31
902.99,931.8,934.73,899.35,,2009-01-02
929.17,927.45,936.63,919.53,,2009-01-05
931.17,934.7,943.85,927.28,,2009-01-06
927.45,906.65,927.45,902.37,,2009-01-07
905.73,909.73,910.0,896.81,,2009-01-08
909.91,890.35,911.93,888.31,,2009-01-09
890.4,870.26,890.4,864.32,,2009-01-12
869.79,871.79,877.02,862.02,,2009-01-13
867.28,842.62,867.28,836.93,,2009-01-14
841.99,843.74,851.59,817.04,,2009-01-15
844.45,850.12,858.13,830.66,,2009-01-16
849.64,805.22,849.64,804.47,,2009-01-20
806.77,840.24,841.72,804.3,,2009-01-21
839.74,827.5,839.74,811.29,,2009-01-22
822.16,831.95,838.61,806.07,,2009-01-23
832.5,836.57,852.53,827.69,,2009-01-26
837.3,845.71,850.45,835.4,,2009-01-27
845.73,874.09,877.86,845.73,,2009-01-28
868.89,845.14,868.89,844.15,,2009-01-29
845.69,825.88,851.66,821.67,,2009-01-30
823.09,825.44,830.78,812.87,,2009-02-02
825.69,838.51,842.6,821.98,,2009-02-03
837.77,832.23,851.85,829.18,,2009-02-04
831.75,845.85,850.55,819.91,,2009-02-05
846.09,868.6,870.75,845.42,,2009-02-06
868.24,869.89,875.01,861.65,,2009-02-09
866.87,827.16,868.05,822.99,,2009-02-10
827.41,833.74,838.22,822.3,,2009-02-11
829.91,835.19,835.48,808.06,,2009-02-12
833.95,826.84,839.43,825.21,,2009-02-13
818.61,789.17,818.61,789.17,,2009-02-17
791.06,788.42,796.17,780.43,,2009-02-18
787.91,778.94,797.58,777.03,,2009-02-19
775.87,770.05,778.69,754.25,,2009-02-20
773.25,743.33,777.85,742.37,,2009-02-23
744.69,773.14,775.49,744.69,,2009-02-24
770.64,764.9,780.12,752.89,,2009-02-25
765.76,752.83,779.42,751.75,,2009-02-26
749.93,735.09,751.27,734.52,,2009-02-27
729.57,700.82,729.57,699.7,,2009-03-02
704.44,696.33,711.67,692.3,,2009-03-03
698.6,712.87,724.12,698.6,,2009-03-04
708.27,682.55,708.27,677.93,,2009-03-05
684.04,683.38,699.09,666.79,,2009-03-06
680.76,676.53,695.27,672.88,,2009-03-09
679.28,719.6,719.6,679.28,,2009-03-10
719.59,721.36,731.92,713.85,,2009-03-11
720.89,750.74,752.63,714.76,,2009-03-12
751.97,756.55,758.29,742.46,,2009-03-13
758.84,753.89,774.53,753.37,,2009-03-16
753.88,778.12,778.12,749.93,,2009-03-17
776.01,794.35,803.04,765.64,,2009-03-18
797.92,784.04,803.24,781.82,,2009-03-19
784.58,768.54,788.91,766.2,,2009-03-20
772.31,822.92,823.37,772.31,,2009-03-23
820.6,806.25,823.65,805.48,,2009-03-24
806.81,813.88,826.78,791.37,,2009-03-25
814.06,832.86,832.98,814.06,,2009-03-26
828.68,815.94,828.68,813.43,,2009-03-27
809.07,787.53,809.07,779.81,,2009-03-30
790.88,797.87,810.48,790.88,,2009-03-31
793.59,811.08,813.62,783.32,,2009-04-01
814.53,834.38,845.61,814.53,,2009-04-02
835.13,842.5,842.5,826.7,,2009-04-03
839.75,835.48,839.75,822.79,,2009-04-06
834.12,815.55,834.12,814.53,,2009-04-07
816.76,825.16,828.42,814.84,,2009-04-08
829.29,856.56,856.91,829.29,,2009-04-09
855.33,858.73,864.31,845.35,,2009-04-13
856.88,841.5,856.88,840.25,,2009-04-14
839.44,852.06,852.93,835.58,,2009-04-15
854.54,865.3,870.35,847.04,,2009-04-16
865.18,869.6,875.63,860.87,,2009-04-17
868.27,832.39,868.27,832.39,,2009-04-20
831.25,850.08,850.09,826.83,,2009-04-21
847.26,843.55,861.78,840.57,,2009-04-22
844.62,851.92,852.87,835.45,,2009-04-23
853.91,866.23,871.8,853.91,,2009-04-24
862.82,857.51,868.83,854.65,,2009-04-27
854.48,855.16,864.48,847.12,,2009-04-28
856.85,873.64,882.06,856.85,,2009-04-29
876.59,872.81,888.7,868.51,,2009-04-30
872.74,877.52,880.48,866.1,,2009-05-01
879.21,907.24,907.85,879.21,,2009-05-04
906.1,903.8,907.7,897.34,,2009-05-05
903.95,919.53,920.28,903.95,,2009-05-06
919.58,907.39,929.58,901.36,,2009-05-07
909.03,929.23,930.17,909.03,,2009-05-08
922.99,909.24,922.99,908.68,,2009-05-11
910.52,908.35,915.57,896.46,,2009-05-12
905.4,883.92,905.4,882.8,,2009-05-13
884.24,893.07,898.36,882.52,,2009-05-14
892.76,882.88,896.97,878.94,,2009-05-15
886.07,909.71,910.0,886.07,,2009-05-18
909.67,908.13,916.39,905.22,,2009-05-19
908.62,903.47,924.6,901.37,,2009-05-20
900.42,888.33,900.42,879.61,,2009-05-21
888.68,887.0,896.65,883.75,,2009-05-22
887.0,910.33,911.76,881.46,,2009-05-26
909.95,893.06,913.84,891.87,,2009-05-27
892.96,906.83,909.45,887.6,,2009-05-28
907.02,919.14,920.02,903.56,,2009-05-29
923.26,942.87,947.77,923.26,,2009-06-01
942.87,944.74,949.38,938.46,,2009-06-02
942.51,931.76,942.51,923.85,,2009-06-03
932.49,942.46,942.47,929.32,,2009-06-04
945.67,940.09,951.69,934.13,,2009-06-05
938.12,939.14,946.33,926.44,,2009-06-08
940.35,942.43,946.92,936.15,,2009-06-09
942.73,939.15,949.77,927.97,,2009-06-10
939.04,944.89,956.23,939.04,,2009-06-11
943.44,946.21,946.3,935.66,,2009-06-12
942.45,923.72,942.45,919.65,,2009-06-15
925.6,911.97,928.0,911.6,,2009-06-16
911.89,910.71,918.44,903.78,,2009-06-17
910.86,918.37,921.93,907.94,,2009-06-18
919.96,921.23,927.09,915.8,,2009-06-19
918.13,893.04,918.13,893.04,,2009-06-22
893.46,895.1,898.69,888.86,,2009-06-23
896.31,900.94,910.85,896.31,,2009-06-24
899.45,920.26,921.42,896.27,,2009-06-25
918.84,918.9,922.0,913.03,,2009-06-26
919.86,927.23,927.99,916.18,,2009-06-29
927.15,919.32,930.01,912.86,,2009-06-30
920.82,923.33,931.92,920.82,,2009-07-01
921.24,896.42,921.24,896.42,,2009-07-02
894.27,898.72,898.72,886.36,,2009-07-06
898.6,881.03,898.6,879.93,,2009-07-07
881.9,879.56,886.8,869.32,,2009-07-08
881.28,882.68,887.86,878.45,,2009-07-09
880.03,879.13,883.57,872.81,,2009-07-10
879.57,901.05,901.05,875.32,,2009-07-13
900.77,905.84,905.84,896.5,,2009-07-14
910.15,932.68,933.95,910.15,,2009-07-15
930.17,940.74,943.96,927.45,,2009-07-16
940.56,940.38,941.89,934.65,,2009-07-17
942.07,951.13,951.62,940.99,,2009-07-20
951.97,954.58,956.53,943.22,,2009-07-21
953.4,954.07,959.83,947.75,,2009-07-22
954.07,976.29,979.42,953.27,,2009-07-23
972.16,979.26,979.79,965.95,,2009-07-24
978.63,982.18,982.49,972.29,,2009-07-27
981.48,979.62,982.35,969.35,,2009-07-28
977.66,975.15,977.76,968.65,,2009-07-29
976.01,986.75,996.68,976.01,,2009-07-30
986.8,987.48,993.18,982.85,,2009-07-31
990.22,1002.63,1003.61,990.22,,2009-08-03
1001.41,1005.65,1007.12,996.68,,2009-08-04
1005.41,1002.72,1006.64,994.31,,2009-08-05
1004.06,997.08,1008.0,992.49,,2009-08-06
999.83,1010.48,1018.0,999.83,,2009-08-07
1008.89,1007.1,1010.12,1000.99,,2009-08-10
1005.77,994.35,1005.77,992.4,,2009-08-11
994.0,1005.81,1012.78,993.36,,2009-08-12
1005.86,1012.73,1013.14,1000.82,,2009-08-13
1012.23,1004.09,1012.6,994.6,,2009-08-14
998.18,979.73,998.18,978.51,,2009-08-17
980.62,989.67,991.2,980.62,,2009-08-18
986.88,996.46,999.61,980.62,,2009-08-19
996.41,1007.37,1008.92,996.39,,2009-08-20
1009.06,1026.13,1027.59,1009.06,,2009-08-21
1026.59,1025.57,1035.82,1022.48,,2009-08-24
1026.63,1028.0,1037.75,1026.21,,2009-08-25
1027.35,1028.12,1032.47,1021.57,,2009-08-26
1027.81,1030.98,1033.33,1016.2,,2009-08-27
1031.62,1028.93,1039.47,1023.13,,2009-08-28
1025.21,1020.62,1025.21,1014.62,,2009-08-31
1019.52,998.04,1028.45,996.28,,2009-09-01
996.07,994.75,1000.34,991.97,,2009-09-02
996.12,1003.24,1003.43,992.25,,2009-09-03
1003.84,1016.4,1016.48,1001.65,,2009-09-04
1018.67,1025.39,1026.07,1018.67,,2009-09-08
1025.36,1033.37,1036.34,1023.97,,2009-09-09
1032.99,1044.14,1044.14,1028.04,,2009-09-10
1043.92,1042.73,1048.18,1038.4,,2009-09-11
1040.15,1049.34,1049.74,1035.0,,2009-09-14
1049.03,1052.63,1056.04,1043.42,,2009-09-15
1053.99,1068.76,1068.76,1052.87,,2009-09-16
1067.87,1065.49,1074.77,1061.2,,2009-09-17
1066.6,1068.3,1071.52,1064.27,,2009-09-18
1067.14,1064.66,1067.28,1057.46,,2009-09-21
1066.35,1071.66,1073.81,1066.35,,2009-09-22
1072.69,1060.87,1080.15,1060.39,,2009-09-23
1062.56,1050.78,1066.29,1045.85,,2009-09-24
1049.48,1044.38,1053.47,1041.17,,2009-09-25
1045.38,1062.98,1065.13,1045.38,,2009-09-28
1063.69,1060.61,1069.62,1057.83,,2009-09-29
1061.02,1057.08,1063.4,1046.47,,2009-09-30
1054.91,1029.85,1054.91,1029.45,,2009-10-01
1029.71,1025.21,1030.6,1019.95,,2009-10-02
1026.87,1040.46,1042.58,1025.92,,2009-10-05
1042.02,1054.72,1060.55,1042.02,,2009-10-06
1053.65,1057.58,1058.02,1050.1,,2009-10-07
1060.03,1065.48,1070.67,1060.03,,2009-10-08
1065.28,1071.49,1071.51,1063.0,,2009-10-09
1071.63,1076.19,1079.46,1071.63,,2009-10-12
1074.96,1073.19,1075.3,1066.71,,2009-10-13
1078.68,1092.02,1093.17,1078.68,,2009-10-14
1090.36,1096.56,1096.56,1086.41,,2009-10-15
1094.67,1087.68,1094.67,1081.53,,2009-10-16
1088.22,1097.91,1100.17,1086.48,,2009-10-19
1098.64,1091.06,1098.64,1086.16,,2009-10-20
1090.36,1081.4,1101.36,1080.77,,2009-10-21
1080.96,1092.91,1095.21,1074.31,,2009-10-22
1095.62,1079.6,1095.83,1075.49,,2009-10-23
1080.36,1066.95,1091.75,1065.23,,2009-10-26
1067.54,1063.41,1072.48,1060.62,,2009-10-27
1061.51,1042.63,1063.26,1042.19,,2009-10-28
1043.69,1066.11,1066.83,1043.69,,2009-10-29
1065.41,1036.19,1065.41,1033.38,,2009-10-30
1036.18,1042.88,1052.18,1029.38,,2009-11-02
1040.92,1045.41,1046.36,1033.94,,2009-11-03
1047.14,1046.5,1061.0,1045.15,,2009-11-04
1047.3,1066.63,1066.65,1047.3,,2009-11-05
1064.95,1069.3,1071.48,1059.32,,2009-11-06
1072.31,1093.08,1093.19,1072.31,,2009-11-09
1091.86,1093.01,1096.42,1087.4,,2009-11-10
1096.04,1098.51,1105.37,1093.81,,2009-11-11
1098.31,1087.24,1101.97,1084.9,,2009-11-12
1087.59,1093.48,1097.79,1085.33,,2009-11-13
1094.13,1109.3,1113.69,1094.13,,2009-11-16
1109.22,1110.32,1110.52,1102.19,,2009-11-17
1109.44,1109.8,1111.1,1102.7,,2009-11-18
1106.44,1094.9,1106.44,1088.4,,2009-11-19
1094.66,1091.38,1094.66,1086.81,,2009-11-20
1094.86,1106.24,1112.38,1094.86,,2009-11-23
1105.83,1105.65,1107.56,1097.63,,2009-11-24
1106.49,1110.63,1111.18,1104.75,,2009-11-25
1105.47,1091.49,1105.47,1083.74,,2009-11-27
1091.07,1095.63,1097.24,1086.25,,2009-11-30
1098.89,1108.86,1112.28,1098.89,,2009-12-01
1109.03,1109.24,1115.58,1105.29,,2009-12-02
1110.59,1099.92,1117.28,1098.74,,2009-12-03
1100.43,1105.98,1119.13,1096.52,,2009-12-04
1105.52,1103.25,1110.72,1100.83,,2009-12-07
1103.04,1091.94,1103.04,1088.61,,2009-12-08
1091.07,1095.95,1097.04,1085.89,,2009-12-09
1098.69,1102.35,1106.25,1098.69,,2009-12-10
1103.96,1106.41,1108.5,1101.34,,2009-12-11
1107.84,1114.11,1114.76,1107.84,,2009-12-14
1114.11,1107.93,1114.11,1105.35,,2009-12-15
1108.61,1109.18,1116.21,1107.96,,2009-12-16
1106.36,1096.08,1106.36,1095.88,,2009-12-17
1097.86,1102.47,1103.74,1093.88,,2009-12-18
1105.31,1114.05,1117.68,1105.31,,2009-12-21
1114.51,1118.02,1120.27,1114.51,,2009-12-22
1118.84,1120.59,1121.58,1116.0,,2009-12-23
1121.08,1126.48,1126.48,1121.08,,2009-12-24
1127.53,1127.78,1130.38,1123.51,,2009-12-28
1128.55,1126.2,1130.38,1126.08,,2009-12-29
1125.53,1126.42,1126.42,1121.94,,2009-12-30
1126.6,1115.1,1127.64,1114.81,,2009-12-31
1116.56,1132.99,1133.87,1116.56,,2010-01-04
1132.66,1136.52,1136.63,1129.66,,2010-01-05
1135.71,1137.14,1139.19,1133.95,,2010-01-06
1136.27,1141.69,1142.46,1131.32,,2010-01-07
1140.52,1144.98,1145.39,1136.22,,2010-01-08
1145.96,1146.98,1149.74,1142.02,,2010-01-11
1143.81,1136.22,1143.81,1131.77,,2010-01-12
1137.31,1145.68,1148.4,1133.18,,2010-01-13
1145.68,1148.46,1150.41,1143.8,,2010-01-14
1147.72,1136.03,1147.77,1131.39,,2010-01-15
1136.03,1150.23,1150.45,1135.77,,2010-01-19
1147.95,1138.04,1147.95,1129.25,,2010-01-20
1138.68,1116.48,1141.58,1114.84,,2010-01-21
1115.49,1091.76,1115.49,1090.18,,2010-01-22
1092.4,1096.78,1102.97,1092.4,,2010-01-25
1095.8,1092.17,1103.69,1089.86,,2010-01-26
1091.94,1097.5,1099.51,1083.11,,2010-01-27
1096.93,1084.53,1100.22,1078.46,,2010-01-28
1087.61,1073.87,1096.45,1071.59,,2010-01-29
1073.89,1089.19,1089.38,1073.89,,2010-02-01
1090.05,1103.32,1104.73,1087.96,,2010-02-02
1100.67,1097.28,1102.72,1093.97,,2010-02-03
1097.25,1063.11,1097.25,1062.78,,2010-02-04
1064.12,1066.19,1067.13,1044.5,,2010-02-05
1065.51,1056.74,1071.2,1056.51,,2010-02-08
1060.06,1070.52,1079.28,1060.06,,2010-02-09
1069.68,1068.13,1073.67,1059.34,,2010-02-10
1067.1,1078.47,1080.04,1060.59,,2010-02-11
1075.95,1075.51,1077.81,1062.97,,2010-02-12
1079.13,1094.87,1095.67,1079.13,,2010-02-16
1096.14,1099.51,1101.03,1094.72,,2010-02-17
1099.03,1106.75,1108.24,1097.48,,2010-02-18
1105.49,1109.17,1112.42,1100.8,,2010-02-19
1110.0,1108.01,1112.29,1105.38,,2010-02-22
1107.49,1094.6,1108.58,1092.18,,2010-02-23
1095.89,1105.24,1106.42,1095.5,,2010-02-24
1101.24,1102.94,1103.5,1086.02,,2010-02-25
1103.1,1104.49,1107.24,1097.56,,2010-02-26
1105.36,1115.71,1116.11,1105.36,,2010-03-01
1117.01,1118.31,1123.46,1116.51,,2010-03-02
1119.36,1118.79,1125.64,1116.58,,2010-03-03
1119.12,1122.97,1123.73,1116.66,,2010-03-04
1125.12,1138.7,1139.38,1125.12,,2010-03-05
1138.4,1138.5,1141.05,1136.77,,2010-03-08
1137.56,1140.45,1145.37,1134.9,,2010-03-09
1140.22,1145.61,1148.26,1140.09,,2010-03-10
1143.96,1150.24,1150.24,1138.99,,2010-03-11
1151.71,1149.99,1153.41,1146.97,,2010-03-12
1148.53,1150.51,1150.98,1141.45,,2010-03-15
1150.83,1159.46,1160.28,1150.35,,2010-03-16
1159.94,1166.21,1169.84,1159.94,,2010-03-17
1166.13,1165.83,1167.77,1161.16,,2010-03-18
1166.68,1159.9,1169.2,1155.33,,2010-03-19
1157.25,1165.81,1167.82,1152.88,,2010-03-22
1166.47,1174.17,1174.72,1163.83,,2010-03-23
1172.7,1167.72,1173.04,1166.01,,2010-03-24
1170.03,1165.73,1180.69,1165.09,,2010-03-25
1167.58,1166.59,1173.93,1161.48,,2010-03-26
1167.71,1173.22,1174.85,1167.71,,2010-03-29
1173.75,1173.27,1177.83,1168.92,,2010-03-30
1171.75,1169.43,1174.56,1165.77,,2010-03-31
1171.23,1178.1,1181.43,1170.69,,2010-04-01
1178.71,1187.44,1187.73,1178.71,,2010-04-05
1186.01,1189.44,1191.8,1182.77,,2010-04-06
1188.23,1182.45,1189.6,1177.25,,2010-04-07
1181.75,1186.44,1188.55,1175.12,,2010-04-08
1187.47,1194.37,1194.66,1187.15,,2010-04-09
1194.94,1196.48,1199.2,1194.71,,2010-04-12
1195.94,1197.3,1199.04,1188.82,,2010-04-13
1198.69,1210.65,1210.65,1198.69,,2010-04-14
1210.77,1211.67,1213.92,1208.5,,2010-04-15
1210.17,1192.13,1210.17,1186.77,,2010-04-16
1192.06,1197.52,1197.87,1183.68,,2010-04-19
1199.04,1207.17,1208.58,1199.04,,2010-04-20
1207.16,1205.94,1210.99,1198.85,,2010-04-21
1202.52,1208.67,1210.27,1190.19,,2010-04-22
1207.87,1217.28,1217.28,1205.1,,2010-04-23
1217.07,1212.05,1219.8,1211.07,,2010-04-26
1209.92,1183.71,1211.38,1181.62,,2010-04-27
1184.59,1191.36,1195.05,1181.81,,2010-04-28
1193.3,1206.78,1209.36,1193.3,,2010-04-29
1206.77,1186.69,1207.99,1186.32,,2010-04-30
1188.58,1202.26,1205.13,1188.58,,2010-05-03
1197.5,1173.6,1197.5,1168.12,,2010-05-04
1169.24,1165.87,1175.95,1158.15,,2010-05-05
1164.38,1128.15,1167.58,1065.79,,2010-05-06
1127.04,1110.88,1135.13,1094.15,,2010-05-07
1122.27,1159.73,1163.85,1122.27,,2010-05-10
1156.39,1155.79,1170.48,1147.71,,2010-05-11
1155.43,1171.67,1172.87,1155.43,,2010-05-12
1170.04,1157.44,1173.57,1156.14,,2010-05-13
1157.19,1135.68,1157.19,1126.14,,2010-05-14
1136.52,1136.94,1141.88,1114.96,,2010-05-17
1138.78,1120.8,1148.66,1117.2,,2010-05-18
1119.57,1115.05,1124.27,1100.66,,2010-05-19
1107.34,1071.59,1107.34,1071.58,,2010-05-20
1067.26,1087.69,1090.16,1055.9,,2010-05-21
1084.78,1073.65,1089.95,1072.7,,2010-05-24
1067.42,1074.03,1074.75,1040.78,,2010-05-25
1075.51,1067.95,1090.75,1065.59,,2010-05-26
1074.27,1103.06,1103.52,1074.27,,2010-05-27
1102.59,1089.41,1102.59,1084.78,,2010-05-28
1087.3,1070.71,1094.77,1069.89,,2010-06-01
1073.01,1098.38,1098.56,1072.03,,2010-06-02
1098.82,1102.83,1105.67,1091.81,,2010-06-03
1098.43,1064.88,1098.43,1060.5,,2010-06-04
1065.84,1050.47,1071.36,1049.86,,2010-06-07
1050.81,1062.0,1063.15,1042.17,,2010-06-08
1062.75,1055.69,1077.74,1052.25,,2010-06-09
1058.77,1086.84,1087.85,1058.77,,2010-06-10
1082.65,1091.6,1092.25,1077.12,,2010-06-11
1095.0,1089.63,1105.91,1089.03,,2010-06-14
1091.21,1115.23,1115.59,1091.21,,2010-06-15
1114.02,1114.61,1118.74,1107.13,,2010-06-16
1115.98,1116.04,1117.72,1105.87,,2010-06-17
1116.16,1117.51,1121.01,1113.93,,2010-06-18
1122.79,1113.2,1131.23,1108.24,,2010-06-21
1113.9,1095.31,1118.5,1094.18,,2010-06-22
1095.57,1092.04,1099.64,1085.31,,2010-06-23
1090.93,1073.69,1090.93,1071.6,,2010-06-24
1075.1,1076.76,1083.56,1067.89,,2010-06-25
1077.5,1074.57,1082.6,1071.45,,2010-06-28
1071.1,1041.24,1071.1,1035.18,,2010-06-29
1040.56,1030.71,1048.08,1028.33,,2010-06-30
1031.1,1027.37,1033.58,1010.91,,2010-07-01
1027.65,1022.58,1032.95,1015.93,,2010-07-02
1028.09,1028.06,1042.5,1018.35,,2010-07-06
1028.54,1060.27,1060.89,1028.54,,2010-07-07
1062.92,1070.25,1071.25,1058.24,,2010-07-08
