Open,Close,High,Low,Adj_Close,Volume,Time
"2,880.72","2,926.32","2,943.31","2,877.05","2,926.32","2,926.32","Aug 13, 2019"
"2,907.07","2,882.70","2,907.58","2,873.14","2,882.70","2,882.70","Aug 12, 2019"
"2,930.51","2,918.65","2,935.75","2,900.15","2,918.65","2,918.65","Aug 09, 2019"
"2,896.21","2,938.09","2,938.72","2,894.47","2,938.09","2,938.09","Aug 08, 2019"
"2,858.65","2,883.98","2,892.17","2,825.71","2,883.98","2,883.98","Aug 07, 2019"
"2,861.18","2,881.77","2,884.40","2,847.42","2,881.77","2,881.77","Aug 06, 2019"
"2,898.07","2,844.74","2,898.07","2,822.12","2,844.74","2,844.74","Aug 05, 2019"
"2,943.90","2,932.05","2,945.50","2,914.11","2,932.05","2,932.05","Aug 02, 2019"
"2,980.32","2,953.56","3,013.59","2,945.23","2,953.56","2,953.56","Aug 01, 2019"
"3,016.22","2,980.38","3,017.40","2,958.08","2,980.38","2,980.38","Jul 31, 2019"
"3,007.66","3,013.18","3,017.19","3,000.94","3,013.18","3,013.18","Jul 30, 2019"
"3,024.47","3,020.97","3,025.61","3,014.30","3,020.97","3,020.97","Jul 29, 2019"
"3,013.25","3,025.86","3,027.98","3,012.59","3,025.86","3,025.86","Jul 26, 2019"
"3,016.26","3,003.67","3,016.31","2,997.24","3,003.67","3,003.67","Jul 25, 2019"
"2,998.77","3,019.56","3,019.59","2,996.82","3,019.56","3,019.56","Jul 24, 2019"
"2,994.74","3,005.47","3,005.90","2,988.56","3,005.47","3,005.47","Jul 23, 2019"
"2,981.93","2,985.03","2,990.71","2,976.65","2,985.03","2,985.03","Jul 22, 2019"
"3,004.26","2,976.61","3,006.02","2,975.86","2,976.61","2,976.61","Jul 19, 2019"
"2,978.87","2,995.11","2,998.28","2,973.09","2,995.11","2,995.11","Jul 18, 2019"
"3,005.10","2,984.42","3,005.26","2,984.25","2,984.42","2,984.42","Jul 17, 2019"
"3,012.13","3,004.04","3,015.02","3,001.15","3,004.04","3,004.04","Jul 16, 2019"
"3,017.80","3,014.30","3,017.80","3,008.77","3,014.30","3,014.30","Jul 15, 2019"
"3,003.36","3,013.77","3,013.92","3,001.87","3,013.77","3,013.77","Jul 12, 2019"
"2,999.62","2,999.91","3,002.33","2,988.80","2,999.91","2,999.91","Jul 11, 2019"
"2,989.30","2,993.07","3,002.98","2,984.62","2,993.07","2,993.07","Jul 10, 2019"
"2,965.52","2,979.63","2,981.90","2,963.44","2,979.63","2,979.63","Jul 09, 2019"
"2,979.77","2,975.95","2,980.76","2,970.09","2,975.95","2,975.95","Jul 08, 2019"
"2,984.25","2,990.41","2,994.03","2,967.97","2,990.41","2,990.41","Jul 05, 2019"
"2,978.08","2,995.82","2,995.84","2,977.96","2,995.82","2,995.82","Jul 03, 2019"
"2,964.66","2,973.01","2,973.21","2,955.92","2,973.01","2,973.01","Jul 02, 2019"
"2,971.41","2,964.33","2,977.93","2,952.22","2,964.33","2,964.33","Jul 01, 2019"
"2,932.94","2,941.76","2,943.98","2,929.05","2,941.76","2,941.76","Jun 28, 2019"
"2,919.66","2,924.92","2,929.30","2,918.57","2,924.92","2,924.92","Jun 27, 2019"
"2,926.07","2,913.78","2,932.59","2,912.99","2,913.78","2,913.78","Jun 26, 2019"
"2,945.78","2,917.38","2,946.52","2,916.01","2,917.38","2,917.38","Jun 25, 2019"
"2,951.42","2,945.35","2,954.92","2,944.05","2,945.35","2,945.35","Jun 24, 2019"
"2,952.71","2,950.46","2,964.15","2,946.87","2,950.46","2,950.46","Jun 21, 2019"
"2,949.60","2,954.18","2,958.06","2,931.50","2,954.18","2,954.18","Jun 20, 2019"
"2,920.55","2,926.46","2,931.74","2,911.43","2,926.46","2,926.46","Jun 19, 2019"
"2,906.71","2,917.75","2,930.79","2,905.44","2,917.75","2,917.75","Jun 18, 2019"
"2,889.75","2,889.67","2,897.27","2,887.30","2,889.67","2,889.67","Jun 17, 2019"
"2,886.82","2,886.98","2,894.45","2,879.62","2,886.98","2,886.98","Jun 14, 2019"
"2,886.24","2,891.64","2,895.24","2,881.99","2,891.64","2,891.64","Jun 13, 2019"
"2,882.73","2,879.84","2,888.57","2,874.68","2,879.84","2,879.84","Jun 12, 2019"
"2,903.27","2,885.72","2,910.61","2,878.53","2,885.72","2,885.72","Jun 11, 2019"
"2,885.83","2,886.73","2,904.77","2,885.51","2,886.73","2,886.73","Jun 10, 2019"
"2,852.87","2,873.34","2,884.97","2,852.87","2,873.34","2,873.34","Jun 07, 2019"
"2,828.51","2,843.49","2,852.10","2,822.45","2,843.49","2,843.49","Jun 06, 2019"
"2,818.09","2,826.15","2,827.28","2,800.92","2,826.15","2,826.15","Jun 05, 2019"
"2,762.64","2,803.27","2,804.49","2,762.64","2,803.27","2,803.27","Jun 04, 2019"
"2,751.53","2,744.45","2,763.07","2,728.81","2,744.45","2,744.45","Jun 03, 2019"
"2,766.15","2,752.06","2,768.98","2,750.52","2,752.06","2,752.06","May 31, 2019"
"2,786.94","2,788.86","2,799.00","2,776.74","2,788.86","2,788.86","May 30, 2019"
"2,790.25","2,783.02","2,792.03","2,766.06","2,783.02","2,783.02","May 29, 2019"
"2,830.03","2,802.39","2,840.51","2,801.58","2,802.39","2,802.39","May 28, 2019"
"2,832.41","2,826.06","2,841.36","2,820.19","2,826.06","2,826.06","May 24, 2019"
"2,836.70","2,822.24","2,836.70","2,805.49","2,822.24","2,822.24","May 23, 2019"
"2,856.06","2,856.27","2,865.47","2,851.11","2,856.27","2,856.27","May 22, 2019"
"2,854.02","2,864.36","2,868.88","2,854.02","2,864.36","2,864.36","May 21, 2019"
"2,841.94","2,840.23","2,853.86","2,831.29","2,840.23","2,840.23","May 20, 2019"
"2,858.60","2,859.53","2,885.48","2,854.23","2,859.53","2,859.53","May 17, 2019"
"2,855.80","2,876.32","2,892.15","2,855.80","2,876.32","2,876.32","May 16, 2019"
"2,820.38","2,850.96","2,858.68","2,815.08","2,850.96","2,850.96","May 15, 2019"
"2,820.12","2,834.41","2,852.54","2,820.12","2,834.41","2,834.41","May 14, 2019"
"2,840.19","2,811.87","2,840.19","2,801.43","2,811.87","2,811.87","May 13, 2019"
"2,863.10","2,881.40","2,891.31","2,825.39","2,881.40","2,881.40","May 10, 2019"
"2,859.84","2,870.72","2,875.97","2,836.40","2,870.72","2,870.72","May 09, 2019"
"2,879.61","2,879.42","2,897.96","2,873.28","2,879.42","2,879.42","May 08, 2019"
"2,913.03","2,884.05","2,913.03","2,862.60","2,884.05","2,884.05","May 07, 2019"
"2,908.89","2,932.47","2,937.32","2,898.21","2,932.47","2,932.47","May 06, 2019"
"2,929.21","2,945.64","2,947.85","2,929.21","2,945.64","2,945.64","May 03, 2019"
"2,922.16","2,917.52","2,931.68","2,900.50","2,917.52","2,917.52","May 02, 2019"
"2,952.33","2,923.73","2,954.13","2,923.36","2,923.73","2,923.73","May 01, 2019"
"2,937.14","2,945.83","2,948.22","2,924.11","2,945.83","2,945.83","Apr 30, 2019"
"2,940.58","2,943.03","2,949.52","2,939.35","2,943.03","2,943.03","Apr 29, 2019"
"2,925.81","2,939.88","2,939.88","2,917.56","2,939.88","2,939.88","Apr 26, 2019"
"2,928.99","2,926.17","2,933.10","2,912.84","2,926.17","2,926.17","Apr 25, 2019"
"2,934.00","2,927.25","2,936.83","2,926.05","2,927.25","2,927.25","Apr 24, 2019"
"2,909.99","2,933.68","2,936.31","2,908.53","2,933.68","2,933.68","Apr 23, 2019"
"2,898.78","2,907.97","2,909.51","2,896.35","2,907.97","2,907.97","Apr 22, 2019"
"2,904.81","2,905.03","2,908.40","2,891.90","2,905.03","2,905.03","Apr 18, 2019"
"2,916.04","2,900.45","2,918.00","2,895.45","2,900.45","2,900.45","Apr 17, 2019"
"2,912.26","2,907.06","2,916.06","2,900.71","2,907.06","2,907.06","Apr 16, 2019"
"2,908.32","2,905.58","2,909.60","2,896.48","2,905.58","2,905.58","Apr 15, 2019"
"2,900.86","2,907.41","2,910.54","2,898.37","2,907.41","2,907.41","Apr 12, 2019"
"2,891.92","2,888.32","2,893.42","2,881.99","2,888.32","2,888.32","Apr 11, 2019"
"2,881.37","2,888.21","2,889.71","2,879.13","2,888.21","2,888.21","Apr 10, 2019"
"2,886.58","2,878.20","2,886.88","2,873.33","2,878.20","2,878.20","Apr 09, 2019"
"2,888.46","2,895.77","2,895.95","2,880.78","2,895.77","2,895.77","Apr 08, 2019"
"2,884.16","2,892.74","2,893.24","2,882.99","2,892.74","2,892.74","Apr 05, 2019"
"2,873.99","2,879.39","2,881.28","2,867.14","2,879.39","2,879.39","Apr 04, 2019"
"2,876.09","2,873.40","2,885.25","2,865.17","2,873.40","2,873.40","Apr 03, 2019"
"2,868.24","2,867.24","2,872.90","2,858.75","2,867.24","2,867.24","Apr 02, 2019"
"2,848.63","2,867.19","2,869.40","2,848.63","2,867.19","2,867.19","Apr 01, 2019"
"2,828.27","2,834.40","2,836.03","2,819.23","2,834.40","2,834.40","Mar 29, 2019"
"2,809.40","2,815.44","2,819.71","2,798.77","2,815.44","2,815.44","Mar 28, 2019"
"2,819.72","2,805.37","2,825.56","2,787.72","2,805.37","2,805.37","Mar 27, 2019"
"2,812.66","2,818.46","2,829.87","2,803.99","2,818.46","2,818.46","Mar 26, 2019"
"2,796.01","2,798.36","2,809.79","2,785.02","2,798.36","2,798.36","Mar 25, 2019"
"2,844.52","2,800.71","2,846.16","2,800.47","2,800.71","2,800.71","Mar 22, 2019"
"2,819.72","2,854.88","2,860.31","2,817.38","2,854.88","2,854.88","Mar 21, 2019"
"2,831.34","2,824.23","2,843.54","2,812.43","2,824.23","2,824.23","Mar 20, 2019"
"2,840.76","2,832.57","2,852.42","2,823.27","2,832.57","2,832.57","Mar 19, 2019"
"2,822.61","2,832.94","2,835.41","2,821.99","2,832.94","2,832.94","Mar 18, 2019"
"2,810.79","2,822.48","2,830.73","2,810.79","2,822.48","2,822.48","Mar 15, 2019"
"2,810.38","2,808.48","2,815.00","2,803.46","2,808.48","2,808.48","Mar 14, 2019"
"2,799.78","2,810.92","2,821.24","2,799.78","2,810.92","2,810.92","Mar 13, 2019"
"2,787.34","2,791.52","2,798.32","2,786.73","2,791.52","2,791.52","Mar 12, 2019"
"2,747.61","2,783.30","2,784.00","2,747.61","2,783.30","2,783.30","Mar 11, 2019"
"2,730.79","2,743.07","2,744.13","2,722.27","2,743.07","2,743.07","Mar 08, 2019"
"2,766.53","2,748.93","2,767.25","2,739.09","2,748.93","2,748.93","Mar 07, 2019"
"2,790.27","2,771.45","2,790.27","2,768.69","2,771.45","2,771.45","Mar 06, 2019"
"2,794.41","2,789.65","2,796.44","2,782.97","2,789.65","2,789.65","Mar 05, 2019"
"2,814.37","2,792.81","2,816.88","2,767.66","2,792.81","2,792.81","Mar 04, 2019"
"2,798.22","2,803.69","2,808.02","2,787.38","2,803.69","2,803.69","Mar 01, 2019"
"2,788.11","2,784.49","2,793.73","2,782.51","2,784.49","2,784.49","Feb 28, 2019"
"2,787.50","2,792.38","2,795.76","2,775.13","2,792.38","2,792.38","Feb 27, 2019"
"2,792.36","2,793.90","2,803.12","2,789.47","2,793.90","2,793.90","Feb 26, 2019"
"2,804.35","2,796.11","2,813.49","2,794.99","2,796.11","2,796.11","Feb 25, 2019"
"2,780.67","2,792.67","2,794.20","2,779.11","2,792.67","2,792.67","Feb 22, 2019"
"2,780.24","2,774.88","2,781.58","2,764.55","2,774.88","2,774.88","Feb 21, 2019"
"2,779.05","2,784.70","2,789.88","2,774.06","2,784.70","2,784.70","Feb 20, 2019"
"2,769.28","2,779.76","2,787.33","2,767.29","2,779.76","2,779.76","Feb 19, 2019"
"2,760.24","2,775.60","2,775.66","2,760.24","2,775.60","2,775.60","Feb 15, 2019"
"2,743.50","2,745.73","2,757.90","2,731.23","2,745.73","2,745.73","Feb 14, 2019"
"2,750.30","2,753.03","2,761.85","2,748.63","2,753.03","2,753.03","Feb 13, 2019"
"2,722.61","2,744.73","2,748.19","2,722.61","2,744.73","2,744.73","Feb 12, 2019"
"2,712.40","2,709.80","2,718.05","2,703.79","2,709.80","2,709.80","Feb 11, 2019"
"2,692.36","2,707.88","2,708.07","2,681.83","2,707.88","2,707.88","Feb 08, 2019"
"2,717.53","2,706.05","2,719.32","2,687.26","2,706.05","2,706.05","Feb 07, 2019"
"2,735.05","2,731.61","2,738.08","2,724.15","2,731.61","2,731.61","Feb 06, 2019"
"2,728.34","2,737.70","2,738.98","2,724.03","2,737.70","2,737.70","Feb 05, 2019"
"2,706.49","2,724.87","2,724.99","2,698.75","2,724.87","2,724.87","Feb 04, 2019"
"2,702.32","2,706.53","2,716.66","2,696.88","2,706.53","2,706.53","Feb 01, 2019"
"2,685.49","2,704.10","2,708.95","2,678.65","2,704.10","2,704.10","Jan 31, 2019"
"2,653.62","2,681.05","2,690.44","2,648.34","2,681.05","2,681.05","Jan 30, 2019"
"2,644.89","2,640.00","2,650.93","2,631.05","2,640.00","2,640.00","Jan 29, 2019"
"2,644.97","2,643.85","2,644.97","2,624.06","2,643.85","2,643.85","Jan 28, 2019"
"2,657.44","2,664.76","2,672.38","2,657.33","2,664.76","2,664.76","Jan 25, 2019"
"2,638.84","2,642.33","2,647.20","2,627.01","2,642.33","2,642.33","Jan 24, 2019"
"2,643.48","2,638.70","2,653.19","2,612.86","2,638.70","2,638.70","Jan 23, 2019"
"2,657.88","2,632.90","2,657.88","2,617.27","2,632.90","2,632.90","Jan 22, 2019"
"2,651.27","2,670.71","2,675.47","2,647.58","2,670.71","2,670.71","Jan 18, 2019"
"2,609.28","2,635.96","2,645.06","2,606.36","2,635.96","2,635.96","Jan 17, 2019"
"2,614.75","2,616.10","2,625.76","2,612.68","2,616.10","2,616.10","Jan 16, 2019"
"2,585.10","2,610.30","2,613.08","2,585.10","2,610.30","2,610.30","Jan 15, 2019"
"2,580.31","2,582.61","2,589.32","2,570.41","2,582.61","2,582.61","Jan 14, 2019"
"2,588.11","2,596.26","2,596.27","2,577.40","2,596.26","2,596.26","Jan 11, 2019"
"2,573.51","2,596.64","2,597.82","2,562.02","2,596.64","2,596.64","Jan 10, 2019"
"2,580.00","2,584.96","2,595.32","2,568.89","2,584.96","2,584.96","Jan 09, 2019"
"2,568.11","2,574.41","2,579.82","2,547.56","2,574.41","2,574.41","Jan 08, 2019"
"2,535.61","2,549.69","2,566.16","2,524.56","2,549.69","2,549.69","Jan 07, 2019"
"2,474.33","2,531.94","2,538.07","2,474.33","2,531.94","2,531.94","Jan 04, 2019"
"2,491.92","2,447.89","2,493.14","2,443.96","2,447.89","2,447.89","Jan 03, 2019"
"2,476.96","2,510.03","2,519.49","2,467.47","2,510.03","2,510.03","Jan 02, 2019"
"2,498.94","2,506.85","2,509.24","2,482.82","2,506.85","2,506.85","Dec 31, 2018"
"2,498.77","2,485.74","2,520.27","2,472.89","2,485.74","2,485.74","Dec 28, 2018"
"2,442.50","2,488.83","2,489.10","2,397.94","2,488.83","2,488.83","Dec 27, 2018"
"2,363.12","2,467.70","2,467.76","2,346.58","2,467.70","2,467.70","Dec 26, 2018"
"2,400.56","2,351.10","2,410.34","2,351.10","2,351.10","2,351.10","Dec 24, 2018"
"2,465.38","2,416.62","2,504.41","2,408.55","2,416.62","2,416.62","Dec 21, 2018"
"2,496.77","2,467.42","2,509.63","2,441.18","2,467.42","2,467.42","Dec 20, 2018"
"2,547.05","2,506.96","2,585.29","2,488.96","2,506.96","2,506.96","Dec 19, 2018"
"2,559.90","2,546.16","2,573.99","2,528.71","2,546.16","2,546.16","Dec 18, 2018"
"2,590.75","2,545.94","2,601.13","2,530.54","2,545.94","2,545.94","Dec 17, 2018"
"2,629.68","2,599.95","2,635.07","2,593.84","2,599.95","2,599.95","Dec 14, 2018"
"2,658.70","2,650.54","2,670.19","2,637.27","2,650.54","2,650.54","Dec 13, 2018"
"2,658.23","2,651.07","2,685.44","2,650.26","2,651.07","2,651.07","Dec 12, 2018"
"2,664.44","2,636.78","2,674.35","2,621.30","2,636.78","2,636.78","Dec 11, 2018"
"2,630.86","2,637.72","2,647.51","2,583.23","2,637.72","2,637.72","Dec 10, 2018"
"2,691.26","2,633.08","2,708.54","2,623.14","2,633.08","2,633.08","Dec 07, 2018"
"2,663.51","2,695.95","2,696.15","2,621.53","2,695.95","2,695.95","Dec 06, 2018"
"2,782.43","2,700.06","2,785.93","2,697.18","2,700.06","2,700.06","Dec 04, 2018"
"2,790.50","2,790.37","2,800.18","2,773.38","2,790.37","2,790.37","Dec 03, 2018"
"2,737.76","2,760.17","2,760.88","2,732.76","2,760.17","2,760.17","Nov 30, 2018"
"2,736.97","2,737.80","2,753.75","2,722.94","2,737.80","2,737.80","Nov 29, 2018"
"2,691.45","2,743.79","2,744.00","2,684.38","2,743.79","2,743.79","Nov 28, 2018"
"2,663.75","2,682.17","2,682.53","2,655.89","2,682.17","2,682.17","Nov 27, 2018"
"2,649.97","2,673.45","2,674.35","2,649.97","2,673.45","2,673.45","Nov 26, 2018"
"2,633.36","2,632.56","2,647.55","2,631.09","2,632.56","2,632.56","Nov 23, 2018"
"2,657.74","2,649.93","2,670.73","2,649.82","2,649.93","2,649.93","Nov 21, 2018"
"2,654.60","2,641.89","2,669.44","2,631.52","2,641.89","2,641.89","Nov 20, 2018"
"2,730.74","2,690.73","2,733.16","2,681.09","2,690.73","2,690.73","Nov 19, 2018"
"2,718.54","2,736.27","2,746.75","2,712.16","2,736.27","2,736.27","Nov 16, 2018"
"2,693.52","2,730.20","2,735.38","2,670.75","2,730.20","2,730.20","Nov 15, 2018"
"2,737.90","2,701.58","2,746.80","2,685.75","2,701.58","2,701.58","Nov 14, 2018"
"2,730.05","2,722.18","2,754.60","2,714.98","2,722.18","2,722.18","Nov 13, 2018"
"2,773.93","2,726.22","2,775.99","2,722.00","2,726.22","2,726.22","Nov 12, 2018"
"2,794.10","2,781.01","2,794.10","2,764.24","2,781.01","2,781.01","Nov 09, 2018"
"2,806.38","2,806.83","2,814.75","2,794.99","2,806.83","2,806.83","Nov 08, 2018"
"2,774.13","2,813.89","2,815.15","2,774.13","2,813.89","2,813.89","Nov 07, 2018"
"2,738.40","2,755.45","2,756.82","2,737.08","2,755.45","2,755.45","Nov 06, 2018"
"2,726.37","2,738.31","2,744.27","2,717.94","2,738.31","2,738.31","Nov 05, 2018"
"2,745.45","2,723.06","2,756.55","2,700.44","2,723.06","2,723.06","Nov 02, 2018"
"2,717.58","2,740.37","2,741.67","2,708.85","2,740.37","2,740.37","Nov 01, 2018"
"2,705.60","2,711.74","2,736.69","2,705.60","2,711.74","2,711.74","Oct 31, 2018"
"2,640.68","2,682.63","2,685.43","2,635.34","2,682.63","2,682.63","Oct 30, 2018"
"2,682.65","2,641.25","2,706.85","2,603.54","2,641.25","2,641.25","Oct 29, 2018"
"2,667.86","2,658.69","2,692.38","2,628.16","2,658.69","2,658.69","Oct 26, 2018"
"2,674.88","2,705.57","2,722.70","2,667.84","2,705.57","2,705.57","Oct 25, 2018"
"2,737.87","2,656.10","2,742.59","2,651.89","2,656.10","2,656.10","Oct 24, 2018"
"2,721.03","2,740.69","2,753.59","2,691.43","2,740.69","2,740.69","Oct 23, 2018"
"2,773.94","2,755.88","2,778.94","2,749.22","2,755.88","2,755.88","Oct 22, 2018"
"2,775.66","2,767.78","2,797.77","2,760.27","2,767.78","2,767.78","Oct 19, 2018"
"2,802.00","2,768.78","2,806.04","2,755.18","2,768.78","2,768.78","Oct 18, 2018"
"2,811.67","2,809.21","2,816.94","2,781.81","2,809.21","2,809.21","Oct 17, 2018"
"2,767.05","2,809.92","2,813.46","2,766.91","2,809.92","2,809.92","Oct 16, 2018"
"2,763.83","2,750.79","2,775.99","2,749.03","2,750.79","2,750.79","Oct 15, 2018"
"2,770.54","2,767.13","2,775.77","2,729.44","2,767.13","2,767.13","Oct 12, 2018"
"2,776.87","2,728.37","2,795.14","2,710.51","2,728.37","2,728.37","Oct 11, 2018"
"2,873.90","2,785.68","2,874.02","2,784.86","2,785.68","2,785.68","Oct 10, 2018"
"2,882.51","2,880.34","2,894.83","2,874.27","2,880.34","2,880.34","Oct 09, 2018"
"2,877.53","2,884.43","2,889.45","2,862.08","2,884.43","2,884.43","Oct 08, 2018"
"2,902.54","2,885.57","2,909.64","2,869.29","2,885.57","2,885.57","Oct 05, 2018"
"2,919.35","2,901.61","2,919.78","2,883.92","2,901.61","2,901.61","Oct 04, 2018"
"2,931.69","2,925.51","2,939.86","2,921.36","2,925.51","2,925.51","Oct 03, 2018"
"2,923.80","2,923.43","2,931.42","2,919.37","2,923.43","2,923.43","Oct 02, 2018"
"2,926.29","2,924.59","2,937.06","2,917.91","2,924.59","2,924.59","Oct 01, 2018"
"2,910.03","2,913.98","2,920.53","2,907.50","2,913.98","2,913.98","Sep 28, 2018"
"2,911.65","2,914.00","2,927.22","2,909.27","2,914.00","2,914.00","Sep 27, 2018"
"2,916.98","2,905.97","2,931.15","2,903.28","2,905.97","2,905.97","Sep 26, 2018"
"2,921.75","2,915.56","2,923.95","2,913.70","2,915.56","2,915.56","Sep 25, 2018"
"2,921.83","2,919.37","2,923.79","2,912.63","2,919.37","2,919.37","Sep 24, 2018"
"2,936.76","2,929.67","2,940.91","2,927.11","2,929.67","2,929.67","Sep 21, 2018"
"2,919.73","2,930.75","2,934.80","2,919.73","2,930.75","2,930.75","Sep 20, 2018"
"2,906.60","2,907.95","2,912.36","2,903.82","2,907.95","2,907.95","Sep 19, 2018"
"2,890.74","2,904.31","2,911.17","2,890.43","2,904.31","2,904.31","Sep 18, 2018"
"2,903.83","2,888.80","2,904.65","2,886.16","2,888.80","2,888.80","Sep 17, 2018"
"2,906.38","2,904.98","2,908.30","2,895.77","2,904.98","2,904.98","Sep 14, 2018"
"2,896.85","2,904.18","2,906.76","2,896.39","2,904.18","2,904.18","Sep 13, 2018"
"2,888.29","2,888.92","2,894.65","2,879.20","2,888.92","2,888.92","Sep 12, 2018"
"2,871.57","2,887.89","2,892.52","2,866.78","2,887.89","2,887.89","Sep 11, 2018"
"2,881.39","2,877.13","2,886.93","2,875.94","2,877.13","2,877.13","Sep 10, 2018"
"2,868.26","2,871.68","2,883.81","2,864.12","2,871.68","2,871.68","Sep 07, 2018"
"2,888.64","2,878.05","2,892.05","2,867.29","2,878.05","2,878.05","Sep 06, 2018"
"2,891.59","2,888.60","2,894.21","2,876.92","2,888.60","2,888.60","Sep 05, 2018"
"2,896.96","2,896.72","2,900.18","2,885.13","2,896.72","2,896.72","Sep 04, 2018"
"2,898.37","2,901.52","2,906.32","2,891.73","2,901.52","2,901.52","Aug 31, 2018"
"2,908.94","2,901.13","2,912.46","2,895.22","2,901.13","2,901.13","Aug 30, 2018"
"2,900.62","2,914.04","2,916.50","2,898.40","2,914.04","2,914.04","Aug 29, 2018"
"2,901.45","2,897.52","2,903.77","2,893.50","2,897.52","2,897.52","Aug 28, 2018"
"2,884.69","2,896.74","2,898.25","2,884.69","2,896.74","2,896.74","Aug 27, 2018"
"2,862.35","2,874.69","2,876.16","2,862.35","2,874.69","2,874.69","Aug 24, 2018"
"2,860.29","2,856.98","2,868.78","2,854.03","2,856.98","2,856.98","Aug 23, 2018"
"2,860.99","2,861.82","2,867.54","2,856.05","2,861.82","2,861.82","Aug 22, 2018"
"2,861.51","2,862.96","2,873.23","2,861.32","2,862.96","2,862.96","Aug 21, 2018"
"2,853.93","2,857.05","2,859.76","2,850.62","2,857.05","2,857.05","Aug 20, 2018"
"2,838.32","2,850.13","2,855.63","2,833.73","2,850.13","2,850.13","Aug 17, 2018"
"2,831.44","2,840.69","2,850.49","2,831.44","2,840.69","2,840.69","Aug 16, 2018"
"2,827.95","2,818.37","2,827.95","2,802.49","2,818.37","2,818.37","Aug 15, 2018"
"2,827.88","2,839.96","2,843.11","2,826.58","2,839.96","2,839.96","Aug 14, 2018"
"2,835.46","2,821.93","2,843.40","2,819.88","2,821.93","2,821.93","Aug 13, 2018"
"2,838.90","2,833.28","2,842.20","2,825.81","2,833.28","2,833.28","Aug 10, 2018"
"2,857.19","2,853.58","2,862.48","2,851.98","2,853.58","2,853.58","Aug 09, 2018"
"2,856.79","2,857.70","2,862.44","2,853.09","2,857.70","2,857.70","Aug 08, 2018"
"2,855.92","2,858.45","2,863.43","2,855.92","2,858.45","2,858.45","Aug 07, 2018"
"2,840.29","2,850.40","2,853.29","2,835.98","2,850.40","2,850.40","Aug 06, 2018"
"2,829.62","2,840.35","2,840.38","2,827.37","2,840.35","2,840.35","Aug 03, 2018"
"2,800.48","2,827.22","2,829.91","2,796.34","2,827.22","2,827.22","Aug 02, 2018"
"2,821.17","2,813.36","2,825.83","2,805.85","2,813.36","2,813.36","Aug 01, 2018"
"2,809.73","2,816.29","2,824.46","2,808.06","2,816.29","2,816.29","Jul 31, 2018"
"2,819.00","2,802.60","2,821.74","2,798.11","2,802.60","2,802.60","Jul 30, 2018"
"2,842.35","2,818.82","2,843.17","2,808.34","2,818.82","2,818.82","Jul 27, 2018"
"2,835.49","2,837.44","2,845.57","2,835.26","2,837.44","2,837.44","Jul 26, 2018"
"2,817.73","2,846.07","2,848.03","2,817.73","2,846.07","2,846.07","Jul 25, 2018"
"2,820.68","2,820.40","2,829.99","2,811.12","2,820.40","2,820.40","Jul 24, 2018"
"2,799.17","2,806.98","2,808.61","2,795.14","2,806.98","2,806.98","Jul 23, 2018"
"2,804.55","2,801.83","2,809.70","2,800.01","2,801.83","2,801.83","Jul 20, 2018"
"2,809.37","2,804.49","2,812.05","2,799.77","2,804.49","2,804.49","Jul 19, 2018"
"2,811.35","2,815.62","2,816.76","2,805.89","2,815.62","2,815.62","Jul 18, 2018"
"2,789.34","2,809.55","2,814.19","2,789.24","2,809.55","2,809.55","Jul 17, 2018"
"2,797.36","2,798.43","2,801.19","2,793.39","2,798.43","2,798.43","Jul 16, 2018"
"2,796.93","2,801.31","2,804.53","2,791.69","2,801.31","2,801.31","Jul 13, 2018"
"2,783.14","2,798.29","2,799.22","2,781.53","2,798.29","2,798.29","Jul 12, 2018"
"2,779.82","2,774.02","2,785.91","2,770.77","2,774.02","2,774.02","Jul 11, 2018"
"2,788.56","2,793.84","2,795.58","2,786.24","2,793.84","2,793.84","Jul 10, 2018"
"2,775.62","2,784.17","2,784.65","2,770.73","2,784.17","2,784.17","Jul 09, 2018"
"2,737.68","2,759.82","2,764.41","2,733.52","2,759.82","2,759.82","Jul 06, 2018"
"2,724.19","2,736.61","2,737.83","2,716.02","2,736.61","2,736.61","Jul 05, 2018"
"2,733.27","2,713.22","2,736.58","2,711.16","2,713.22","2,713.22","Jul 03, 2018"
"2,704.95","2,726.71","2,727.26","2,698.95","2,726.71","2,726.71","Jul 02, 2018"
"2,727.13","2,718.37","2,743.26","2,718.03","2,718.37","2,718.37","Jun 29, 2018"
"2,698.69","2,716.31","2,724.34","2,691.99","2,716.31","2,716.31","Jun 28, 2018"
"2,728.45","2,699.63","2,746.09","2,699.38","2,699.63","2,699.63","Jun 27, 2018"
"2,722.12","2,723.06","2,732.91","2,715.60","2,723.06","2,723.06","Jun 26, 2018"
"2,742.94","2,717.07","2,742.94","2,698.67","2,717.07","2,717.07","Jun 25, 2018"
"2,760.79","2,754.88","2,764.17","2,752.68","2,754.88","2,754.88","Jun 22, 2018"
"2,769.28","2,749.76","2,769.28","2,744.39","2,749.76","2,749.76","Jun 21, 2018"
"2,769.73","2,767.32","2,774.86","2,763.91","2,767.32","2,767.32","Jun 20, 2018"
"2,752.01","2,762.59","2,765.05","2,743.19","2,762.59","2,762.59","Jun 19, 2018"
"2,765.79","2,773.75","2,774.99","2,757.12","2,773.75","2,773.75","Jun 18, 2018"
"2,777.78","2,779.66","2,782.81","2,761.73","2,779.66","2,779.66","Jun 15, 2018"
